Year,Trade type,State,Merchandise,Partner country,Geographic level 1,Geographic level 2,Geographic level 3,Sector,Expenditure in thousands
2016,Total Exports,New South Wales, Other textile clothing,Lebanon,Asia,Middle East,Other Middle East,Manufactures,29.177
2016,Total Exports,New South Wales, Other textile clothing,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,8.908
2016,Total Exports,New South Wales," Clothing accessories, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,7
2016,Total Exports,New South Wales," Clothing accessories, nes",Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,50.926
2016,Total Exports,New South Wales," Clothing accessories, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,7.134
2016,Total Exports,New South Wales, Footwear,Lebanon,Asia,Middle East,Other Middle East,Manufactures,2.85
2016,Total Exports,New South Wales, Footwear,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,15.369
2016,Total Exports,New South Wales, Footwear,Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,13.825
2016,Total Exports,New South Wales, Optical instruments,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,10
2016,Total Exports,New South Wales, Medical instruments (incl veterinary),Lebanon,Asia,Middle East,Other Middle East,Manufactures,135.207
2016,Total Exports,New South Wales, Medical instruments (incl veterinary),Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,15.237
2016,Total Exports,New South Wales, Medical instruments (incl veterinary),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,125.52
2016,Total Exports,New South Wales, Meters & counters,Lebanon,Asia,Middle East,Other Middle East,Manufactures,24.472
2016,Total Exports,New South Wales, Meters & counters,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.15
2016,Total Exports,New South Wales, Measuring & analysing instruments,Lebanon,Asia,Middle East,Other Middle East,Manufactures,13.945
2016,Total Exports,New South Wales, Measuring & analysing instruments,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,428.594
2016,Total Exports,New South Wales, Photographic equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,0.5
2016,Total Exports,New South Wales," Optical goods, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,0.1
2016,Total Exports,New South Wales, Watches & clocks,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.488
2016,Total Exports,New South Wales, Printed matter,Lebanon,Asia,Middle East,Other Middle East,Manufactures,0.006
2016,Total Exports,New South Wales, Printed matter,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,29.493
2016,Total Exports,New South Wales, Printed matter,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,13.725
2016,Total Exports,New South Wales," Plastic articles, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,6.321
2016,Total Exports,New South Wales," Plastic articles, nes",Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,28.229
2016,Total Exports,New South Wales," Plastic articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,13.248
2016,Total Exports,New South Wales," Prams, toys, games & sporting goods",Lebanon,Asia,Middle East,Other Middle East,Manufactures,19.183
2016,Total Exports,New South Wales," Prams, toys, games & sporting goods",Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,2441.972
2016,Total Exports,New South Wales," Prams, toys, games & sporting goods",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,19.121
2016,Total Exports,New South Wales, Artwork & antiques,Lebanon,Asia,Middle East,Other Middle East,Manufactures,7.387
2016,Total Exports,New South Wales, Artwork & antiques,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,7.938
2016,Total Exports,New South Wales, Jewellery,Lebanon,Asia,Middle East,Other Middle East,Manufactures,6.312
2016,Total Exports,New South Wales, Jewellery,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,47.614
2016,Total Exports,New South Wales, Musical instruments & parts,Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,0.706
2016,Total Exports,New South Wales, Musical instruments & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,19.202
2016,Total Exports,New South Wales," Misc manufactured articles, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,3.887
2016,Total Exports,New South Wales," Misc manufactured articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.14
2016,Total Exports,New South Wales, Special transactions & commodities,Lebanon,Asia,Middle East,Other Middle East,Other goods,441.719
2016,Total Exports,New South Wales, Special transactions & commodities,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Other goods,2891.943
2016,Total Exports,New South Wales, Special transactions & commodities,Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Other goods,56.769
2016,Total Exports,New South Wales, Special transactions & commodities,Norway,Europe,Northern & Western Europe,Northern Europe,Other goods,81.638
2016,Total Exports,New South Wales, Gold coin & legal tender coin,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Other goods,16.5
2016,Total Exports,New South Wales, Gold coin & legal tender coin,Norway,Europe,Northern & Western Europe,Northern Europe,Other goods,3.849
2016,Total Exports,New South Wales, Confidential items of trade,Lebanon,Asia,Middle East,Other Middle East,Other goods,5484.796
2016,Total Exports,New South Wales, Confidential items of trade,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Other goods,24.18
2016,Total Exports,New South Wales, Confidential items of trade,Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Other goods,7.487
2016,Total Exports,Victoria," Beef, f.c.f.",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",405.049
2016,Total Exports,Victoria," Meat (excl beef), f.c.f.",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",901.919
2016,Total Exports,Victoria," Milk, cream, whey & yoghurt",Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,"Agriculture, forestry & fisheries",180.116
2016,Total Exports,Victoria, Butter,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",245.095
2016,Total Exports,Victoria, Cheese & curd,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",203.751
2016,Total Exports,Victoria, Cereal preparations,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",21.231
2016,Total Exports,Victoria, Cereal preparations,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",32.508
2016,Total Exports,Victoria," Vegetables, f.c.f.",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",1295.663
2016,Total Exports,Victoria," Vegetables, f.c.f.",Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,"Agriculture, forestry & fisheries",5
2016,Total Exports,Victoria, Fruit & nuts,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",574.863
2016,Total Exports,Victoria, Fruit & nuts,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",645.915
2016,Total Exports,Victoria, Sugar confectionery,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",1.662
2016,Total Exports,Victoria, Chocolate & preparations of cocoa,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",99.989
2016,Total Exports,Victoria, Margarine,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",61.481
2016,Total Exports,Victoria," Edible products & preparations, nes",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",2.115
2016,Total Exports,Victoria," Edible products & preparations, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",357.779
2016,Total Exports,Victoria," Non-alcoholic beverages, nes",Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,"Agriculture, forestry & fisheries",5.657
2016,Total Exports,Victoria, Alcoholic beverages,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,"Agriculture, forestry & fisheries",66.925
2016,Total Exports,Victoria, Alcoholic beverages,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",578.155
2016,Total Exports,Victoria," Tobacco, manufactured",Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,"Agriculture, forestry & fisheries",39.648
2016,Total Exports,Victoria," Hides & skins, raw (excl furskins)",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",41.402
2016,Total Exports,Victoria, Worn clothing & rags,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",20.831
2016,Total Exports,Victoria," Crude animal matter, nes",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",31.5
2016,Total Exports,Victoria," Crude vegetable matter, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",97.17
2016,Total Exports,Victoria, Hydrocarbons & derivatives,Lebanon,Asia,Middle East,Other Middle East,Manufactures,4.652
2016,Total Exports,Victoria, Dyeing & tanning extracts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.14
2016,Total Exports,Victoria," Pigments, paints & varnishes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,57.796
2016,Total Exports,Victoria," Pigments, paints & varnishes",Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,11.396
2016,Total Exports,Victoria," Pigments, paints & varnishes",Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,66.159
2016,Total Exports,Victoria," Pigments, paints & varnishes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.044
2016,Total Exports,Victoria, Pharm products (excl medicaments),Lebanon,Asia,Middle East,Other Middle East,Manufactures,40.832
2016,Total Exports,Victoria, Pharm products (excl medicaments),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3872.233
2016,Total Exports,Victoria, Medicaments (incl veterinary),Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,11.811
2016,Total Exports,Victoria, Perfumery & cosmetics (excl soap),Lebanon,Asia,Middle East,Other Middle East,Manufactures,57.343
2016,Total Exports,Victoria, Perfumery & cosmetics (excl soap),Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,3.116
2016,Total Exports,Victoria, Perfumery & cosmetics (excl soap),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1201.55
2016,Total Exports,Victoria, Soap & cleansers,Lebanon,Asia,Middle East,Other Middle East,Manufactures,0.192
2016,Total Exports,Victoria, Soap & cleansers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,10.07
2016,Total Exports,Victoria, Primary vinyl chloride polymers,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,4.8
2016,Total Exports,Victoria, Other primary plastics,Lebanon,Asia,Middle East,Other Middle East,Manufactures,10.299
2016,Total Exports,Victoria," Plastic plates, sheets & film",Lebanon,Asia,Middle East,Other Middle East,Manufactures,19.128
2016,Total Exports,Victoria," Starches, inulin & wheat gluten",Lebanon,Asia,Middle East,Other Middle East,Manufactures,0.993
2016,Total Exports,Victoria, Prepared additives for mineral oils,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,0.045
2016,Total Exports,Victoria," Miscellaneous chemical products, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,0.425
2016,Total Exports,Victoria," Miscellaneous chemical products, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,52.824
2016,Total Exports,Victoria, Leather,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,74.705
2016,Total Exports,Victoria," Rubber tyres, treads & tubes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,3.873
2016,Total Exports,Victoria," Rubber articles, nes",Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,1.553
2016,Total Exports,Victoria," Rubber articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,76.502
2016,Total Exports,Victoria," Tulles, lace & ribbons",Lebanon,Asia,Middle East,Other Middle East,Manufactures,4.459
2016,Total Exports,Victoria, Special yarns & fabrics,Lebanon,Asia,Middle East,Other Middle East,Manufactures,0.076
2016,Total Exports,Victoria, Special yarns & fabrics,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,17.753
2016,Total Exports,Victoria, Floor coverings,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,18.9
2016,Total Exports,Victoria," Lime, cement & construction materials",Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,3.192
2016,Total Exports,Victoria," Mineral manufactures, nes",Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,7.096
2016,Total Exports,Victoria," Mineral manufactures, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,33.14
2016,Total Exports,Victoria, Glass,Lebanon,Asia,Middle East,Other Middle East,Manufactures,20.996
2016,Total Exports,Victoria, Glass,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,45.817
2016,Total Exports,Victoria, Glassware,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,16.171
2016,Total Exports,Victoria, Tubes & pipes of iron or steel,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,13.947
2016,Total Exports,Victoria," Iron, steel, aluminium structures",Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,2.509
